# r,k_smooth_cycles_per_km
1.168908680333167285e+05,1.258396529268710484e-01
1.168920465955666732e+05,1.258564097633738665e-01
1.168932251579577860e+05,1.258731665998766569e-01
1.168944037200665625e+05,1.258815450181280382e-01
1.168955822821753100e+05,1.258815450181280660e-01
1.168967608445664519e+05,1.258731665998766569e-01
1.168979394069575646e+05,1.259066802728822376e-01
1.168991179693486920e+05,1.259401939458878461e-01
1.169002965317398193e+05,1.259401939458878461e-01
1.169014750935662014e+05,1.259569507823906365e-01
1.169026536553926126e+05,1.259569507823906365e-01
1.169038322177837254e+05,1.259569507823906365e-01
1.169050107801748673e+05,1.259569507823906365e-01
1.169061893420012493e+05,1.259904644553962172e-01
1.169073679043923767e+05,1.260072212918990076e-01
1.169085464667835040e+05,1.260239781284018257e-01
1.169097250291746313e+05,1.260155997101504166e-01
1.169109035915657587e+05,1.259988428736476263e-01
1.169120821539568715e+05,1.260407349649045883e-01
1.169132607163480134e+05,1.260407349649046160e-01
1.169144392787391262e+05,1.260658702196587877e-01
1.169156178411302535e+05,1.260742486379101968e-01
1.169167964023919194e+05,1.260742486379101968e-01
1.169179749647830467e+05,1.260742486379101968e-01
1.169191535271741741e+05,1.260658702196588155e-01
1.169203320895653014e+05,1.260658702196588155e-01
1.169215106519564288e+05,1.260658702196587877e-01
1.169226892143475416e+05,1.260323565466532070e-01
1.169238677767386689e+05,1.259904644553962172e-01
1.169250463380003348e+05,1.259904644553962172e-01
1.169262248992620152e+05,1.259737076188934268e-01
1.169274034627825895e+05,1.259737076188934268e-01
1.169285820263031637e+05,1.259737076188934268e-01
1.169297605875648442e+05,1.259737076188934268e-01
1.169309391488265101e+05,1.259401939458878183e-01
1.169321177123470989e+05,1.259234371093850280e-01
1.169332962758676731e+05,1.259234371093850280e-01
1.169344748371293244e+05,1.259401939458878183e-01
1.169356533983910049e+05,1.259401939458878183e-01
1.169368319596526853e+05,1.259066802728822376e-01
1.169380105231732596e+05,1.259066802728822376e-01
1.169391890866938338e+05,1.259066802728822376e-01
1.169403676479555143e+05,1.259066802728822376e-01
1.169415462092171656e+05,1.258899234363794473e-01
1.169427247727377398e+05,1.258731665998766569e-01
1.169439033362583286e+05,1.258731665998766569e-01
1.169450818975199945e+05,1.258731665998766569e-01
1.169462604587816750e+05,1.258815450181280382e-01
1.169474390200433409e+05,1.258815450181280382e-01
1.169486175835639297e+05,1.258815450181280382e-01
1.169497961470845039e+05,1.258815450181280382e-01
1.169509747083461698e+05,1.258815450181280382e-01
1.169521532696078357e+05,1.258815450181280382e-01
1.169533318331284099e+05,1.258815450181280382e-01
1.169545103966489842e+05,1.258731665998766291e-01
1.169556889579106646e+05,1.258731665998766569e-01
1.169568675191723451e+05,1.258647881816252478e-01
1.169580460804340109e+05,1.258480313451224575e-01
1.169592246439545997e+05,1.258312745086196671e-01
1.169604032074751740e+05,1.258228960903682581e-01
1.169615817687368253e+05,1.258228960903682581e-01
1.169627603299985058e+05,1.258228960903682581e-01
1.169639388912601862e+05,1.258061392538654677e-01
1.169651174525218521e+05,1.258061392538654677e-01
1.169662960137835180e+05,1.258228960903682581e-01
1.169674745795630151e+05,1.258228960903682581e-01
1.169686531453424832e+05,1.258228960903682581e-01
1.169698317066041636e+05,1.258228960903682581e-01
1.169710102678658295e+05,1.258228960903682581e-01
1.169721888291274954e+05,1.258145176721168490e-01
1.169733673903891759e+05,1.258228960903682581e-01
1.169745459516508417e+05,1.266104674059996549e-01
1.169757245129125076e+05,1.275404718319048392e-01
1.169769030741741881e+05,1.283029078927820366e-01
1.169780816399536707e+05,1.290653439536592617e-01
1.169792602057331533e+05,1.298110231780336687e-01
1.169804387669948337e+05,1.386167407602529045e-01
1.169816173282564851e+05,1.471878626314329641e-01
1.169827958895181655e+05,1.557506060843616424e-01
1.169839744507798459e+05,1.644222689745584998e-01
1.169851530120415118e+05,1.731023102830067384e-01
1.169863315733031777e+05,1.817739731732035680e-01
1.169875101345648582e+05,1.907975296299591617e-01
1.169886887003443262e+05,1.998210860867147276e-01
1.169898672661238234e+05,2.090792382545094141e-01
1.169910458273854892e+05,2.180106321104995915e-01
1.169922243886471551e+05,2.269336475482383875e-01
1.169934029499088356e+05,2.358566629859771835e-01
1.169945815111705015e+05,2.447796784237159795e-01
1.169957600724321674e+05,2.540797226827676281e-01
1.169969386336938478e+05,2.633630101053165418e-01
1.169981171949555282e+05,2.725038644175917235e-01
1.169992957607349963e+05,2.808571474142354529e-01
1.170004743265144934e+05,2.892355656656332985e-01
1.170016528877761448e+05,2.975888486622770834e-01
1.170028314490378252e+05,3.061432136969543527e-01
1.170040100102995057e+05,3.144964966935980266e-01
1.170051885715611716e+05,3.150159586251847776e-01
1.170063671328228374e+05,3.155773126480283519e-01
1.170075456940845179e+05,3.161386666708720372e-01
1.170087242553461838e+05,3.167083991119671316e-01
1.170099028211256664e+05,3.171356984427883829e-01
1.170110813869051490e+05,3.177138093021347753e-01
1.170122599481668149e+05,3.178227287394030376e-01
1.170134385094284953e+05,3.179316481766711888e-01
1.170146170706901758e+05,3.177808366481460478e-01
1.170157956319518271e+05,3.179400265949225979e-01
1.170169741932135075e+05,3.181243517964533751e-01
1.170181527544751880e+05,3.176467819561237249e-01
