# r,k_smooth_cycles_per_km
1.182106035904406453e+05,1.601660325028483323e-01
1.182113445158440300e+05,1.602079245941053220e-01
1.182120854412474146e+05,1.602498166853623118e-01
1.182128263857734419e+05,1.602917087766193016e-01
1.182135673302994692e+05,1.602498166853623396e-01
1.182143082557028538e+05,1.602246814306081679e-01
1.182150491811062384e+05,1.601995461758539685e-01
1.182157901256322657e+05,1.602163030123567589e-01
1.182165310701582930e+05,1.602330598488595492e-01
1.182172719955616776e+05,1.601995461758539407e-01
1.182180129209650622e+05,1.601827893393511504e-01
1.182187538463684614e+05,1.601660325028483600e-01
1.182194947908944741e+05,1.602079245941053498e-01
1.182202357354205014e+05,1.602246814306081679e-01
1.182209766608238860e+05,1.602917087766193294e-01
1.182217175862272852e+05,1.602498166853623396e-01
1.182224585307532980e+05,1.602079245941053498e-01
1.182231994752793253e+05,1.601744109210997968e-01
1.182239404006827099e+05,1.601576540845969787e-01
1.182246813260861090e+05,1.602833303583679203e-01
1.182254222514895082e+05,1.603671145408818999e-01
1.182261631960155210e+05,1.604341418868930613e-01
1.182269041405415337e+05,1.604760339781500789e-01
1.182276450659449329e+05,1.604592771416472885e-01
1.182283859913483320e+05,1.604592771416472885e-01
1.182291269358743448e+05,1.604341418868930891e-01
1.182298678804003575e+05,1.603419792861277282e-01
1.182306088058037567e+05,1.602498166853623396e-01
1.182313497312071413e+05,1.602665735218651299e-01
1.182320906757331686e+05,1.602833303583679481e-01
1.182328316202591814e+05,1.604173850503902710e-01
1.182335725456625805e+05,1.605346829059098590e-01
1.182343134710659651e+05,1.606519807614294471e-01
1.182350543964693497e+05,1.607106296891892272e-01
1.182357953409953770e+05,1.608027922899545881e-01
1.182365362855214044e+05,1.609200901454741761e-01
1.182372772109247890e+05,1.610373880009937364e-01
1.182380181363281736e+05,1.610709016739993171e-01
1.182387590808542009e+05,1.610960369287535165e-01
1.182395000253802282e+05,1.611211721835077160e-01
1.182402409507836128e+05,1.612217132025244859e-01
1.182409818761869974e+05,1.613390110580441017e-01
1.182417228207130247e+05,1.614563089135636620e-01
1.182424637652390520e+05,1.615903636055860404e-01
1.182432046906424366e+05,1.617244182976083633e-01
1.182439456160458212e+05,1.620427981911614912e-01
1.182446865414492204e+05,1.623611780847146469e-01
1.182454274859752331e+05,1.627465853242789362e-01
1.182461684305012604e+05,1.631319925638432256e-01
1.182469093559046451e+05,1.634001019478879546e-01
1.182476502813080442e+05,1.637352386779438729e-01
1.182483912258340570e+05,1.640033480619886019e-01
1.182491321703600843e+05,1.642714574460333310e-01
1.182498730957634689e+05,1.645060531570724793e-01
1.182506140211668680e+05,1.647992977958713801e-01
1.182513549465702672e+05,1.650925424346703085e-01
1.182520958910962800e+05,1.663576835906314388e-01
1.182528368356222927e+05,1.676228247465925414e-01
1.182535777610256919e+05,1.689717500850675957e-01
1.182543186864290765e+05,1.703793243513024025e-01
1.182550596309551038e+05,1.717868986175372370e-01
1.182558005754811165e+05,1.730604181917497486e-01
1.182565415008845157e+05,1.743171809294594421e-01
1.182572824262879003e+05,1.758588098877166828e-01
1.182580233708139276e+05,1.775763856292532361e-01
1.182587643153399404e+05,1.794363944810636047e-01
1.182595052407433395e+05,1.810953212948403779e-01
1.182602461661467241e+05,1.826955991808573709e-01
1.182609870915501087e+05,1.842958770668743640e-01
1.182617280360761360e+05,1.858961549528913570e-01
1.182624689806021634e+05,1.879069753332268666e-01
1.182632099060055480e+05,1.899429309683165756e-01
1.182639508314089326e+05,1.919788866034062846e-01
1.182646917759349599e+05,1.940483559115015466e-01
1.182654327204609872e+05,1.961513388926024171e-01
1.182661736458643718e+05,1.981286455999323737e-01
1.182669145712677564e+05,2.001059523072622470e-01
1.182676555157937837e+05,2.010862272426758024e-01
1.182683964603198110e+05,2.020665021780893578e-01
1.182691373857231956e+05,2.030216418587487137e-01
1.182698783111265802e+05,2.039516462846538702e-01
1.182706192365299794e+05,2.051497600946037836e-01
1.182713601810559921e+05,2.061132781935145208e-01
1.182721011255820194e+05,2.071354452201850660e-01
1.182728420509854041e+05,2.078727460263081195e-01
1.182735829763888032e+05,2.088530209617216749e-01
1.182743239209148160e+05,2.097495117146212507e-01
1.182750648654408433e+05,2.106460024675207987e-01
1.182758057908442279e+05,2.115676284751745739e-01
1.182765467162476270e+05,2.124892544828283492e-01
1.182772876416510117e+05,2.133857452357279527e-01
1.182780285861770390e+05,2.138716934943090398e-01
1.182787695307030517e+05,2.142654791521247104e-01
1.182795104561064509e+05,2.149776447034935645e-01
1.182802513815098355e+05,2.156562965818567823e-01
1.182809923260358628e+05,2.163349484602200001e-01
1.182817332705618755e+05,2.170554924298402355e-01
1.182824741959652747e+05,2.176587385439408828e-01
1.182832151213686593e+05,2.183709040953097369e-01
1.182839560658946866e+05,2.190830696466785632e-01
1.182846970104206994e+05,2.197030725972819731e-01
1.182854379358240985e+05,2.207922669699637075e-01
1.182861788612274831e+05,2.216133519586007128e-01
1.182869197866308677e+05,2.221998412361985420e-01
1.182876607311568951e+05,2.231717377533607161e-01
1.182884016756829224e+05,2.238503896317239616e-01
1.182891426010863070e+05,2.241101205975172816e-01
1.182898835264896916e+05,2.243028242172994402e-01
1.182906244710157189e+05,2.245709336013441693e-01
1.182913654155417462e+05,2.248725566583945068e-01
1.182921063409451308e+05,2.254422890994895734e-01
1.182928472663485154e+05,2.259449941945734230e-01
1.182935882108745427e+05,2.264058071984002829e-01
1.182943291554005700e+05,2.269922964759981399e-01
1.182950700808039546e+05,2.272771626965456870e-01
1.182958110062073392e+05,2.274279742250708558e-01
1.182965519316107384e+05,2.275787857535960246e-01
1.182972928761367511e+05,2.279223009019033241e-01
1.182980338206627785e+05,2.285590606890095522e-01
1.182987747460661631e+05,2.290869010388476013e-01
1.182995156714695622e+05,2.294304161871549008e-01
1.183002566159955750e+05,2.298912291909817884e-01
1.183009975605216023e+05,2.298828507727304071e-01
1.183017384859249869e+05,2.298660939362275890e-01
1.183024794113283860e+05,2.303352853583059134e-01
1.183032203367317707e+05,2.303604206130600851e-01
1.183039612812577980e+05,2.306536652518590413e-01
1.183047022257838107e+05,2.309469098906579698e-01
1.183054431511872099e+05,2.313406955484736682e-01
1.183061840765905945e+05,2.318015085523005558e-01
1.183069250211166218e+05,2.322623215561274435e-01
1.183076659656426345e+05,2.324550251759096298e-01
1.183084068910460337e+05,2.329074597614851083e-01
1.183091478164494183e+05,2.332677317462952260e-01
